poi_id_center,center_poi,context_osm
4c0ab56f7e3fc9288c1df482,Mobile Phone Shop,roads_tunnel_yes
4b9830a5f964a520c73235e3,Food & Drink Shop,roads_highway_secondary
4b9830a5f964a520c73235e3,Food & Drink Shop,roads_highway_primary
4b9830a5f964a520c73235e3,Food & Drink Shop,roads_highway_primary
4b9830a5f964a520c73235e3,Food & Drink Shop,roads_oneway_no
4b9830a5f964a520c73235e3,Food & Drink Shop,roads_oneway_yes
4b9830a5f964a520c73235e3,Food & Drink Shop,roads_oneway_yes
4b9830a5f964a520c73235e3,Food & Drink Shop,roads_railway_subway
4b9830a5f964a520c73235e3,Food & Drink Shop,roads_railway_subway
4b9830a5f964a520c73235e3,Food & Drink Shop,roads_service_crossover
4b9830a5f964a520c73235e3,Food & Drink Shop,roads_service_yard
4b9830a5f964a520c73235e3,Food & Drink Shop,roads_surface_asphalt
4b9830a5f964a520c73235e3,Food & Drink Shop,roads_tunnel_yes
4b9830a5f964a520c73235e3,Food & Drink Shop,roads_tunnel_yes
4c955b3558d4b60c06d03129,Ferry,roads_bicycle_no
4c955b3558d4b60c06d03129,Ferry,roads_bicycle_no
4c955b3558d4b60c06d03129,Ferry,roads_foot_no
4c955b3558d4b60c06d03129,Ferry,roads_highway_trunk_link
4c955b3558d4b60c06d03129,Ferry,roads_highway_motorway
4c955b3558d4b60c06d03129,Ferry,roads_highway_trunk
4c955b3558d4b60c06d03129,Ferry,roads_highway_primary
4c955b3558d4b60c06d03129,Ferry,roads_horse_no
4c955b3558d4b60c06d03129,Ferry,roads_oneway_reversible
4c955b3558d4b60c06d03129,Ferry,roads_oneway_yes
4c955b3558d4b60c06d03129,Ferry,roads_oneway_yes
4c955b3558d4b60c06d03129,Ferry,roads_surface_asphalt
4c955b3558d4b60c06d03129,Ferry,roads_toll_no
4c955b3558d4b60c06d03129,Ferry,roads_toll_yes
4c955b3558d4b60c06d03129,Ferry,roads_tunnel_yes
4ba0e0edf964a520138437e3,Office,roads_bicycle_yes
4ba0e0edf964a520138437e3,Office,roads_highway_primary
4ba0e0edf964a520138437e3,Office,roads_oneway_yes
4ba0e0edf964a520138437e3,Office,roads_railway_subway
4ba0e0edf964a520138437e3,Office,roads_railway_subway
4ba0e0edf964a520138437e3,Office,roads_surface_asphalt
4ba0e0edf964a520138437e3,Office,roads_tunnel_yes
4ba0e0edf964a520138437e3,Office,roads_tunnel_yes
4a676ff4f964a5206fc91fe3,Office,roads_bicycle_no
4a676ff4f964a5206fc91fe3,Office,roads_bridge_yes
4a676ff4f964a5206fc91fe3,Office,roads_foot_no
4a676ff4f964a5206fc91fe3,Office,roads_highway_motorway_link
4a676ff4f964a5206fc91fe3,Office,roads_highway_motorway
4a676ff4f964a5206fc91fe3,Office,roads_highway_secondary
4a676ff4f964a5206fc91fe3,Office,roads_highway_secondary_link
4a676ff4f964a5206fc91fe3,Office,roads_horse_no
4a676ff4f964a5206fc91fe3,Office,roads_oneway_no
4a676ff4f964a5206fc91fe3,Office,roads_oneway_yes
4a676ff4f964a5206fc91fe3,Office,roads_railway_disused
4a676ff4f964a5206fc91fe3,Office,roads_railway_rail
4a676ff4f964a5206fc91fe3,Office,roads_service_yard
4a676ff4f964a5206fc91fe3,Office,roads_surface_concrete
4a676ff4f964a5206fc91fe3,Office,roads_surface_asphalt
4c5ef77bfff99c74eda954d3,Food & Drink Shop,roads_bicycle_yes
4c5ef77bfff99c74eda954d3,Food & Drink Shop,roads_highway_secondary
4c5ef77bfff99c74eda954d3,Food & Drink Shop,roads_highway_secondary
4c5ef77bfff99c74eda954d3,Food & Drink Shop,roads_highway_secondary_link
4c5ef77bfff99c74eda954d3,Food & Drink Shop,roads_oneway_no
4c5ef77bfff99c74eda954d3,Food & Drink Shop,roads_oneway_yes
4c5ef77bfff99c74eda954d3,Food & Drink Shop,roads_railway_subway
4c5ef77bfff99c74eda954d3,Food & Drink Shop,roads_railway_subway
4c5ef77bfff99c74eda954d3,Food & Drink Shop,roads_surface_asphalt
4c5ef77bfff99c74eda954d3,Food & Drink Shop,roads_surface_asphalt
4c5ef77bfff99c74eda954d3,Food & Drink Shop,roads_tunnel_yes
4c5ef77bfff99c74eda954d3,Food & Drink Shop,roads_tunnel_yes
4bcde547511f95210d62b5c7,Office,roads_highway_secondary
4bcde547511f95210d62b5c7,Office,roads_highway_secondary
4bcde547511f95210d62b5c7,Office,roads_highway_secondary_link
4bcde547511f95210d62b5c7,Office,roads_oneway_no
4bcde547511f95210d62b5c7,Office,roads_oneway_yes
4bcde547511f95210d62b5c7,Office,roads_railway_subway
4bcde547511f95210d62b5c7,Office,roads_service_yard
4bcde547511f95210d62b5c7,Office,roads_surface_asphalt
4bcde547511f95210d62b5c7,Office,roads_surface_asphalt
4bcde547511f95210d62b5c7,Office,roads_tunnel_yes
3fd66200f964a52035e41ee3,Music Venue,roads_bicycle_yes
3fd66200f964a52035e41ee3,Music Venue,roads_highway_primary
3fd66200f964a52035e41ee3,Music Venue,roads_oneway_yes
3fd66200f964a52035e41ee3,Music Venue,roads_railway_subway
3fd66200f964a52035e41ee3,Music Venue,roads_railway_subway
3fd66200f964a52035e41ee3,Music Venue,roads_surface_asphalt
3fd66200f964a52035e41ee3,Music Venue,roads_tunnel_yes
3fd66200f964a52035e41ee3,Music Venue,roads_tunnel_yes
4b3a8e5df964a520d86925e3,Subway,roads_highway_secondary
4b3a8e5df964a520d86925e3,Subway,roads_highway_primary
4b3a8e5df964a520d86925e3,Subway,roads_oneway_no
4b3a8e5df964a520d86925e3,Subway,roads_oneway_yes
4b3a8e5df964a520d86925e3,Subway,roads_railway_subway
4b3a8e5df964a520d86925e3,Subway,roads_railway_subway
4b3a8e5df964a520d86925e3,Subway,roads_service_crossover
4b3a8e5df964a520d86925e3,Subway,roads_service_yard
4b3a8e5df964a520d86925e3,Subway,roads_surface_asphalt
4b3a8e5df964a520d86925e3,Subway,roads_tunnel_yes
4b3a8e5df964a520d86925e3,Subway,roads_tunnel_yes
40b68100f964a5207d001fe3,Park,roads_bicycle_yes
40b68100f964a5207d001fe3,Park,roads_highway_secondary
40b68100f964a5207d001fe3,Park,roads_highway_secondary
40b68100f964a5207d001fe3,Park,roads_highway_secondary_link
40b68100f964a5207d001fe3,Park,roads_oneway_no
40b68100f964a5207d001fe3,Park,roads_oneway_yes
40b68100f964a5207d001fe3,Park,roads_railway_subway
40b68100f964a5207d001fe3,Park,roads_railway_subway
40b68100f964a5207d001fe3,Park,roads_surface_asphalt
40b68100f964a5207d001fe3,Park,roads_surface_asphalt
40b68100f964a5207d001fe3,Park,roads_tunnel_yes
40b68100f964a5207d001fe3,Park,roads_tunnel_yes
40e74880f964a520150a1fe3,Burger Joint,roads_bicycle_yes
40e74880f964a520150a1fe3,Burger Joint,roads_highway_secondary
40e74880f964a520150a1fe3,Burger Joint,roads_highway_secondary
40e74880f964a520150a1fe3,Burger Joint,roads_highway_secondary_link
40e74880f964a520150a1fe3,Burger Joint,roads_oneway_no
40e74880f964a520150a1fe3,Burger Joint,roads_oneway_yes
40e74880f964a520150a1fe3,Burger Joint,roads_railway_subway
40e74880f964a520150a1fe3,Burger Joint,roads_railway_subway
40e74880f964a520150a1fe3,Burger Joint,roads_surface_asphalt
40e74880f964a520150a1fe3,Burger Joint,roads_surface_asphalt
40e74880f964a520150a1fe3,Burger Joint,roads_tunnel_yes
40e74880f964a520150a1fe3,Burger Joint,roads_tunnel_yes
4ad607d3f964a520a10421e3,Bank,roads_highway_secondary
4ad607d3f964a520a10421e3,Bank,roads_highway_primary
4ad607d3f964a520a10421e3,Bank,roads_oneway_no
4ad607d3f964a520a10421e3,Bank,roads_oneway_yes
4ad607d3f964a520a10421e3,Bank,roads_railway_subway
4ad607d3f964a520a10421e3,Bank,roads_surface_asphalt
4ad607d3f964a520a10421e3,Bank,roads_surface_asphalt
4ad607d3f964a520a10421e3,Bank,roads_tunnel_yes
49b15042f964a520d4521fe3,Coffee Shop,roads_bicycle_yes
49b15042f964a520d4521fe3,Coffee Shop,roads_highway_secondary
49b15042f964a520d4521fe3,Coffee Shop,roads_highway_primary
49b15042f964a520d4521fe3,Coffee Shop,roads_oneway_yes
49b15042f964a520d4521fe3,Coffee Shop,roads_oneway_yes
49b15042f964a520d4521fe3,Coffee Shop,roads_railway_subway
49b15042f964a520d4521fe3,Coffee Shop,roads_railway_subway
49b15042f964a520d4521fe3,Coffee Shop,roads_surface_asphalt
49b15042f964a520d4521fe3,Coffee Shop,roads_surface_asphalt
49b15042f964a520d4521fe3,Coffee Shop,roads_tunnel_yes
49b15042f964a520d4521fe3,Coffee Shop,roads_tunnel_yes
4ca66eec5a1e952129d98ace,Clothing Store,roads_highway_secondary
4ca66eec5a1e952129d98ace,Clothing Store,roads_highway_primary
4ca66eec5a1e952129d98ace,Clothing Store,roads_oneway_no
4ca66eec5a1e952129d98ace,Clothing Store,roads_oneway_yes
4ca66eec5a1e952129d98ace,Clothing Store,roads_railway_subway
4ca66eec5a1e952129d98ace,Clothing Store,roads_railway_subway
4ca66eec5a1e952129d98ace,Clothing Store,roads_surface_asphalt
4ca66eec5a1e952129d98ace,Clothing Store,roads_surface_asphalt
4ca66eec5a1e952129d98ace,Clothing Store,roads_tunnel_yes
4ca66eec5a1e952129d98ace,Clothing Store,roads_tunnel_yes
447bf8f1f964a520ec331fe3,Electronics Store,roads_access_designated
447bf8f1f964a520ec331fe3,Electronics Store,roads_foot_designated
447bf8f1f964a520ec331fe3,Electronics Store,roads_highway_secondary
447bf8f1f964a520ec331fe3,Electronics Store,roads_highway_secondary
447bf8f1f964a520ec331fe3,Electronics Store,roads_highway_primary
447bf8f1f964a520ec331fe3,Electronics Store,roads_oneway_no
447bf8f1f964a520ec331fe3,Electronics Store,roads_oneway_yes
447bf8f1f964a520ec331fe3,Electronics Store,roads_oneway_yes
447bf8f1f964a520ec331fe3,Electronics Store,roads_railway_subway
447bf8f1f964a520ec331fe3,Electronics Store,roads_surface_asphalt
447bf8f1f964a520ec331fe3,Electronics Store,roads_surface_asphalt
447bf8f1f964a520ec331fe3,Electronics Store,roads_tunnel_yes
4bdb4bf54b1f952169ac670b,Food & Drink Shop,roads_highway_secondary
4bdb4bf54b1f952169ac670b,Food & Drink Shop,roads_highway_secondary
4bdb4bf54b1f952169ac670b,Food & Drink Shop,roads_highway_primary
4bdb4bf54b1f952169ac670b,Food & Drink Shop,roads_oneway_no
4bdb4bf54b1f952169ac670b,Food & Drink Shop,roads_oneway_yes
4bdb4bf54b1f952169ac670b,Food & Drink Shop,roads_surface_asphalt
4bdb4bf54b1f952169ac670b,Food & Drink Shop,roads_surface_asphalt
4b093cd0f964a520db1423e3,Subway,roads_access_yes
4b093cd0f964a520db1423e3,Subway,roads_foot_designated
4b093cd0f964a520db1423e3,Subway,roads_highway_secondary
4b093cd0f964a520db1423e3,Subway,roads_highway_primary
4b093cd0f964a520db1423e3,Subway,roads_oneway_no
4b093cd0f964a520db1423e3,Subway,roads_oneway_yes
4b093cd0f964a520db1423e3,Subway,roads_railway_subway
4b093cd0f964a520db1423e3,Subway,roads_railway_rail
4b093cd0f964a520db1423e3,Subway,roads_railway_rail
4b093cd0f964a520db1423e3,Subway,roads_service_crossover
4b093cd0f964a520db1423e3,Subway,roads_service_siding
4b093cd0f964a520db1423e3,Subway,roads_surface_asphalt
4b093cd0f964a520db1423e3,Subway,roads_tunnel_yes
4b093cd0f964a520db1423e3,Subway,roads_tunnel_yes
4ab11744f964a520046820e3,Deli / Bodega,roads_highway_secondary
4ab11744f964a520046820e3,Deli / Bodega,roads_highway_secondary
4ab11744f964a520046820e3,Deli / Bodega,roads_oneway_yes
4ab11744f964a520046820e3,Deli / Bodega,roads_oneway_yes
4ab11744f964a520046820e3,Deli / Bodega,roads_railway_subway
4ab11744f964a520046820e3,Deli / Bodega,roads_surface_asphalt
4ab11744f964a520046820e3,Deli / Bodega,roads_surface_asphalt
4ab11744f964a520046820e3,Deli / Bodega,roads_tunnel_yes
4b298573f964a52050a024e3,University,roads_bicycle_use_sidepath
4b298573f964a52050a024e3,University,roads_bicycle_yes
4b298573f964a52050a024e3,University,roads_foot_no
4b298573f964a52050a024e3,University,roads_foot_use_sidepath
4b298573f964a52050a024e3,University,roads_highway_trunk
4b298573f964a52050a024e3,University,roads_highway_secondary
4b298573f964a52050a024e3,University,roads_highway_primary
4b298573f964a52050a024e3,University,roads_highway_primary_link
4b298573f964a52050a024e3,University,roads_oneway_no
4b298573f964a52050a024e3,University,roads_oneway_yes
4b298573f964a52050a024e3,University,roads_oneway_yes
4b298573f964a52050a024e3,University,roads_railway_subway
4b298573f964a52050a024e3,University,roads_service_crossover
4b298573f964a52050a024e3,University,roads_surface_asphalt
4b298573f964a52050a024e3,University,roads_surface_asphalt
4b298573f964a52050a024e3,University,roads_tunnel_yes
4c1d0f98c09ed13ad4c5828e,Bus Station,roads_bridge_yes
4c1d0f98c09ed13ad4c5828e,Bus Station,roads_highway_secondary
4c1d0f98c09ed13ad4c5828e,Bus Station,roads_highway_primary
4c1d0f98c09ed13ad4c5828e,Bus Station,roads_oneway_no
4c1d0f98c09ed13ad4c5828e,Bus Station,roads_oneway_yes
4c1d0f98c09ed13ad4c5828e,Bus Station,roads_railway_subway
4c1d0f98c09ed13ad4c5828e,Bus Station,roads_railway_construction
4c1d0f98c09ed13ad4c5828e,Bus Station,roads_railway_rail
4c1d0f98c09ed13ad4c5828e,Bus Station,roads_service_crossover
4c1d0f98c09ed13ad4c5828e,Bus Station,roads_surface_asphalt
4c1d0f98c09ed13ad4c5828e,Bus Station,roads_tunnel_yes
4c1d0f98c09ed13ad4c5828e,Bus Station,roads_tunnel_yes
4b7c9fe1f964a520559e2fe3,Light Rail,roads_railway_subway
4b7c9fe1f964a520559e2fe3,Light Rail,roads_railway_subway
4b7c9fe1f964a520559e2fe3,Light Rail,roads_railway_subway
4b7c9fe1f964a520559e2fe3,Light Rail,roads_tunnel_yes
4b7c9fe1f964a520559e2fe3,Light Rail,roads_tunnel_yes
4b7c9fe1f964a520559e2fe3,Light Rail,roads_tunnel_yes
4a7a0832f964a5203ce81fe3,Mexican Restaurant,roads_foot_yes
4a7a0832f964a5203ce81fe3,Mexican Restaurant,roads_highway_secondary
4a7a0832f964a5203ce81fe3,Mexican Restaurant,roads_highway_primary
4a7a0832f964a5203ce81fe3,Mexican Restaurant,roads_oneway_yes
4a7a0832f964a5203ce81fe3,Mexican Restaurant,roads_oneway_yes
4a7a0832f964a5203ce81fe3,Mexican Restaurant,roads_railway_subway
4a7a0832f964a5203ce81fe3,Mexican Restaurant,roads_railway_rail
4a7a0832f964a5203ce81fe3,Mexican Restaurant,roads_surface_asphalt
4a7a0832f964a5203ce81fe3,Mexican Restaurant,roads_tunnel_yes
4a7a0832f964a5203ce81fe3,Mexican Restaurant,roads_tunnel_yes
4c56f9ad30d82d7f3cbcd862,Office,roads_access_yes
4c56f9ad30d82d7f3cbcd862,Office,roads_bicycle_no
4c56f9ad30d82d7f3cbcd862,Office,roads_foot_designated
4c56f9ad30d82d7f3cbcd862,Office,roads_foot_no
4c56f9ad30d82d7f3cbcd862,Office,roads_foot_yes
4c56f9ad30d82d7f3cbcd862,Office,roads_highway_secondary
4c56f9ad30d82d7f3cbcd862,Office,roads_highway_primary
4c56f9ad30d82d7f3cbcd862,Office,roads_oneway_no
4c56f9ad30d82d7f3cbcd862,Office,roads_oneway_yes
4c56f9ad30d82d7f3cbcd862,Office,roads_railway_subway
4c56f9ad30d82d7f3cbcd862,Office,roads_railway_rail
4c56f9ad30d82d7f3cbcd862,Office,roads_surface_asphalt
4c56f9ad30d82d7f3cbcd862,Office,roads_surface_asphalt
4c56f9ad30d82d7f3cbcd862,Office,roads_tunnel_yes
4c56f9ad30d82d7f3cbcd862,Office,roads_tunnel_yes
4d4de33cd6f3224bca73a1a6,Other Great Outdoors,roads_bridge_yes
4d4de33cd6f3224bca73a1a6,Other Great Outdoors,roads_covered_yes
4d4de33cd6f3224bca73a1a6,Other Great Outdoors,roads_highway_motorway
4d4de33cd6f3224bca73a1a6,Other Great Outdoors,roads_highway_secondary_link
4d4de33cd6f3224bca73a1a6,Other Great Outdoors,roads_highway_primary
4d4de33cd6f3224bca73a1a6,Other Great Outdoors,roads_highway_primary
4d4de33cd6f3224bca73a1a6,Other Great Outdoors,roads_highway_primary_link
4d4de33cd6f3224bca73a1a6,Other Great Outdoors,roads_oneway_yes
4d4de33cd6f3224bca73a1a6,Other Great Outdoors,roads_oneway_yes
4d4de33cd6f3224bca73a1a6,Other Great Outdoors,roads_railway_rail
4d4de33cd6f3224bca73a1a6,Other Great Outdoors,roads_railway_rail
4d4de33cd6f3224bca73a1a6,Other Great Outdoors,roads_service_spur
4d4de33cd6f3224bca73a1a6,Other Great Outdoors,roads_surface_asphalt
4d4de33cd6f3224bca73a1a6,Other Great Outdoors,roads_toll_no
4c62bfd0e1621b8dfe232453,Neighborhood,roads_bridge_yes
4c62bfd0e1621b8dfe232453,Neighborhood,roads_highway_secondary
4c62bfd0e1621b8dfe232453,Neighborhood,roads_oneway_no
4c62bfd0e1621b8dfe232453,Neighborhood,roads_oneway_yes
4c62bfd0e1621b8dfe232453,Neighborhood,roads_public_transport_platform
4c62bfd0e1621b8dfe232453,Neighborhood,roads_railway_subway
4c62bfd0e1621b8dfe232453,Neighborhood,roads_railway_subway
4c62bfd0e1621b8dfe232453,Neighborhood,roads_railway_platform
4c62bfd0e1621b8dfe232453,Neighborhood,roads_railway_rail
4c62bfd0e1621b8dfe232453,Neighborhood,roads_service_crossover
4c62bfd0e1621b8dfe232453,Neighborhood,roads_surface_asphalt
4c62bfd0e1621b8dfe232453,Neighborhood,roads_tunnel_yes
4c62bfd0e1621b8dfe232453,Neighborhood,roads_tunnel_yes
4c1a2bbf838020a1adc4e661,Office,roads_bicycle_no
4c1a2bbf838020a1adc4e661,Office,roads_bridge_yes
4c1a2bbf838020a1adc4e661,Office,roads_embankment_yes
4c1a2bbf838020a1adc4e661,Office,roads_foot_no
4c1a2bbf838020a1adc4e661,Office,roads_highway_secondary
4c1a2bbf838020a1adc4e661,Office,roads_highway_primary
4c1a2bbf838020a1adc4e661,Office,roads_oneway_no
4c1a2bbf838020a1adc4e661,Office,roads_oneway_yes
4c1a2bbf838020a1adc4e661,Office,roads_railway_subway
4c1a2bbf838020a1adc4e661,Office,roads_railway_rail
4c1a2bbf838020a1adc4e661,Office,roads_service_crossover
4c1a2bbf838020a1adc4e661,Office,roads_service_yard
4c1a2bbf838020a1adc4e661,Office,roads_surface_concrete
4c1a2bbf838020a1adc4e661,Office,roads_surface_asphalt
4c1a2bbf838020a1adc4e661,Office,roads_tunnel_yes
4c1a2bbf838020a1adc4e661,Office,roads_tunnel_yes
4af42a00f964a52055f021e3,Office,roads_highway_secondary
4af42a00f964a52055f021e3,Office,roads_highway_primary
4af42a00f964a52055f021e3,Office,roads_oneway_yes
4af42a00f964a52055f021e3,Office,roads_railway_subway
4af42a00f964a52055f021e3,Office,roads_railway_rail
4af42a00f964a52055f021e3,Office,roads_railway_rail
4af42a00f964a52055f021e3,Office,roads_service_crossover
4af42a00f964a52055f021e3,Office,roads_service_spur
4af42a00f964a52055f021e3,Office,roads_service_yard
4af42a00f964a52055f021e3,Office,roads_surface_concrete
4af42a00f964a52055f021e3,Office,roads_surface_asphalt
4af42a00f964a52055f021e3,Office,roads_tunnel_building_passage
4af42a00f964a52055f021e3,Office,roads_tunnel_yes
4af42a00f964a52055f021e3,Office,roads_tunnel_yes
4b565676f964a520120c28e3,Ice Cream Shop,roads_highway_secondary
4b565676f964a520120c28e3,Ice Cream Shop,roads_highway_secondary
4b565676f964a520120c28e3,Ice Cream Shop,roads_highway_primary
4b565676f964a520120c28e3,Ice Cream Shop,roads_highway_primary
4b565676f964a520120c28e3,Ice Cream Shop,roads_oneway_yes
4b565676f964a520120c28e3,Ice Cream Shop,roads_oneway_yes
4b565676f964a520120c28e3,Ice Cream Shop,roads_oneway_yes
462a6065f964a520d9451fe3,American Restaurant,roads_foot_designated
462a6065f964a520d9451fe3,American Restaurant,roads_highway_secondary
462a6065f964a520d9451fe3,American Restaurant,roads_oneway_yes
462a6065f964a520d9451fe3,American Restaurant,roads_railway_subway
462a6065f964a520d9451fe3,American Restaurant,roads_railway_subway
462a6065f964a520d9451fe3,American Restaurant,roads_railway_abandoned
462a6065f964a520d9451fe3,American Restaurant,roads_service_crossover
462a6065f964a520d9451fe3,American Restaurant,roads_surface_asphalt
462a6065f964a520d9451fe3,American Restaurant,roads_surface_paving_stones
462a6065f964a520d9451fe3,American Restaurant,roads_tunnel_yes
462a6065f964a520d9451fe3,American Restaurant,roads_tunnel_yes
4a8ae51ef964a520c10a20e3,Coffee Shop,roads_bicycle_yes
4a8ae51ef964a520c10a20e3,Coffee Shop,roads_highway_secondary
4a8ae51ef964a520c10a20e3,Coffee Shop,roads_oneway_yes
4a8ae51ef964a520c10a20e3,Coffee Shop,roads_railway_subway
4a8ae51ef964a520c10a20e3,Coffee Shop,roads_railway_subway
4a8ae51ef964a520c10a20e3,Coffee Shop,roads_service_crossover
4a8ae51ef964a520c10a20e3,Coffee Shop,roads_surface_asphalt
4a8ae51ef964a520c10a20e3,Coffee Shop,roads_tunnel_yes
4a8ae51ef964a520c10a20e3,Coffee Shop,roads_tunnel_yes
45c76421f964a52066421fe3,Coffee Shop,roads_highway_secondary
45c76421f964a52066421fe3,Coffee Shop,roads_highway_primary
45c76421f964a52066421fe3,Coffee Shop,roads_oneway_yes
45c76421f964a52066421fe3,Coffee Shop,roads_oneway_yes
45c76421f964a52066421fe3,Coffee Shop,roads_railway_subway
45c76421f964a52066421fe3,Coffee Shop,roads_railway_subway
45c76421f964a52066421fe3,Coffee Shop,roads_surface_asphalt
45c76421f964a52066421fe3,Coffee Shop,roads_tunnel_yes
45c76421f964a52066421fe3,Coffee Shop,roads_tunnel_yes
4cd1a3d601eaf04db979bf5d,Food & Drink Shop,roads_highway_primary
4cd1a3d601eaf04db979bf5d,Food & Drink Shop,roads_highway_primary
4cd1a3d601eaf04db979bf5d,Food & Drink Shop,roads_oneway_yes
4cd1a3d601eaf04db979bf5d,Food & Drink Shop,roads_oneway_yes
4cd1a3d601eaf04db979bf5d,Food & Drink Shop,roads_surface_asphalt
4cd1a3d601eaf04db979bf5d,Food & Drink Shop,roads_surface_asphalt
4c3a1d102c8020a1f9d58d00,Food & Drink Shop,roads_highway_secondary_link
4c3a1d102c8020a1f9d58d00,Food & Drink Shop,roads_highway_secondary
4c3a1d102c8020a1f9d58d00,Food & Drink Shop,roads_highway_primary
4c3a1d102c8020a1f9d58d00,Food & Drink Shop,roads_highway_primary
4c3a1d102c8020a1f9d58d00,Food & Drink Shop,roads_oneway_no
4c3a1d102c8020a1f9d58d00,Food & Drink Shop,roads_oneway_yes
4c3a1d102c8020a1f9d58d00,Food & Drink Shop,roads_oneway_yes
4c3a1d102c8020a1f9d58d00,Food & Drink Shop,roads_surface_asphalt
4c3a1d102c8020a1f9d58d00,Food & Drink Shop,roads_surface_asphalt
4bbfcfd3461576b0d4487932,BBQ Joint,roads_highway_secondary
4bbfcfd3461576b0d4487932,BBQ Joint,roads_highway_primary
4bbfcfd3461576b0d4487932,BBQ Joint,roads_highway_primary
4bbfcfd3461576b0d4487932,BBQ Joint,roads_oneway_no
4bbfcfd3461576b0d4487932,BBQ Joint,roads_oneway_yes
4bbfcfd3461576b0d4487932,BBQ Joint,roads_oneway_yes
4bbfcfd3461576b0d4487932,BBQ Joint,roads_surface_asphalt
4bbfcfd3461576b0d4487932,BBQ Joint,roads_surface_asphalt
4ee6e1970e61681b98844283,Other Nightlife,roads_bicycle_no
4ee6e1970e61681b98844283,Other Nightlife,roads_foot_no
4ee6e1970e61681b98844283,Other Nightlife,roads_foot_yes
4ee6e1970e61681b98844283,Other Nightlife,roads_highway_secondary
4ee6e1970e61681b98844283,Other Nightlife,roads_highway_primary
4ee6e1970e61681b98844283,Other Nightlife,roads_highway_primary
4ee6e1970e61681b98844283,Other Nightlife,roads_oneway_yes
4ee6e1970e61681b98844283,Other Nightlife,roads_oneway_yes
4ee6e1970e61681b98844283,Other Nightlife,roads_railway_subway
4ee6e1970e61681b98844283,Other Nightlife,roads_railway_rail
4ee6e1970e61681b98844283,Other Nightlife,roads_surface_asphalt
4ee6e1970e61681b98844283,Other Nightlife,roads_surface_asphalt
4ee6e1970e61681b98844283,Other Nightlife,roads_tunnel_yes
4ee6e1970e61681b98844283,Other Nightlife,roads_tunnel_yes
4c0b32d37e3fc928650bf582,Neighborhood,roads_highway_secondary
4c0b32d37e3fc928650bf582,Neighborhood,roads_highway_primary
4c0b32d37e3fc928650bf582,Neighborhood,roads_highway_primary
4c0b32d37e3fc928650bf582,Neighborhood,roads_oneway_yes
4c0b32d37e3fc928650bf582,Neighborhood,roads_oneway_yes
4c0b32d37e3fc928650bf582,Neighborhood,roads_railway_subway
4c0b32d37e3fc928650bf582,Neighborhood,roads_surface_asphalt
4c0b32d37e3fc928650bf582,Neighborhood,roads_surface_asphalt
4c0b32d37e3fc928650bf582,Neighborhood,roads_tunnel_yes
4cd544d894848cfa6a0de5b1,Home (private),roads_bicycle_no
4cd544d894848cfa6a0de5b1,Home (private),roads_bicycle_yes
